,3_X_13_11,3_X_15_11,3_X_16_11,3_X_28_11,3_X_45_11,3_X_46_11,3_X_47_11,3_X_49_11,3_X_50_11,5_11_1_-1,5_11_1_1,5_11_1_3,5_11_1_5,5_11_1_8,5_12_2_-1,5_12_2_1,5_12_2_3,5_12_2_5,5_12_2_8,5_13_5_-1,5_13_5_1,5_13_5_3,5_13_5_5,5_13_5_8,5_14_1_-1,5_14_1_1,5_14_1_3,5_14_1_5,5_14_1_8,5_14_5_-1,5_14_5_1,5_14_5_3,5_14_5_5,5_14_5_8,ID
3809_1,163403.272,13723.63145,74439.49532,38241.09113,0,0,0,0,0,0,0,2144595.951,0,259678.6677,0,0,0,284362.0954,123809.5478,0,0,94821.36154,2468744.86,185229.4861,0,0,0,1400435.059,164736.0995,0,0,36968.23295,1632041.124,139545.1254,3809_1
3808_1,295193.6497,316268.2409,244724.8509,347286.3849,0,0,0,0,0,0,315611.5759,174517.414,36101.58986,418402.9635,161040.3933,0,153976.0297,178509.2449,99743.04426,0,36982.43314,314818.0594,562506.4768,572778.8929,0,0,129277.7682,351651.0941,188651.5325,0,0,151618.6118,398424.1365,408799.5963,3808_1
3807_1,0,21162.23749,28696.96486,22113.32661,0,0,0,0,0,0,124597.9613,0,0,0,0,0,0,0,0,0,0,0,79309.9194,0,0,0,0,0,17320.08003,0,0,0,28598.34908,0,3807_1
3806_1,278191.2184,139713.4531,114357.4421,149938.3046,0,0,0,0,0,0,355717.9964,1180165.55,118676.8581,98244.08866,0,0,144618.8105,880220.9159,44711.67144,125854.6604,26051.24072,91314.90829,594362.9336,184750.4856,118105.7783,368570.2516,364264.4329,206425.6487,213242.5679,0,0,80102.61803,474568.415,172780.4655,3806_1
3805_1,142632.148,129879.1207,56997.4259,94869.60847,0,0,0,0,0,150481.9905,386060.0043,2036193.231,22646.10957,0,0,0,6616235.646,74651.18912,51191.71975,0,382777.7639,121974.007,245737.4705,107789.2715,0,0,12285808.87,303306.6604,61921.52964,0,191972.223,203804.1444,224934.1653,115395.8653,3805_1
3804_1,156283.7555,1544.198801,131224.2767,109724.7551,0,0,0,0,0,184283.1482,363674.2524,241312.404,0,146096.7124,185564.3111,0,236565.5415,45709.64308,198519.497,205871.3925,85228.55149,117363.4957,393530.1838,698214.869,386391.7467,0,446894.2138,67533.67036,25276.76654,0,0,355655.0432,75125.10483,800790.6813,3804_1
3803_1,0,0,0,0,0,0,0,0,0,0,319007.7672,0,0,0,0,0,0,0,15275.20394,0,0,0,0,0,0,0,0,0,7390.757712,0,343697.9503,0,36610.13148,0,3803_1
3802_1,181896.146,193948.6722,297830.2176,122154.4025,0,0,0,0,0,317063.5825,500568.2286,345986.4889,119287.6405,427316.9343,0,0,0,110102.3543,89883.56906,0,366594.4245,165212.7653,955875.0111,645472.1829,0,0,0,580966.5092,295727.1306,0,0,107353.1656,402125.2579,162091.7177,3802_1
3801_1,8731.472552,2933.295272,3535.718183,2043.417084,0,0,0,0,0,58342.75645,264814.4697,216460.4904,13170.04564,171136.8319,117496.7273,0,149789.9933,20259.89484,602035.7399,0,26982.76359,114847.2471,315136.6424,39591.03519,0,127249.7802,801740.3091,96213.09565,89627.41293,0,148857.5293,296310.2641,660668.9724,223698.2926,3801_1
3800_1,49249.89432,10528.80172,81585.93225,56581.68861,0,0,0,0,0,179499.5313,318810.6054,3016454.764,27012.97371,3842217.123,0,0,4838920.371,529825.0496,6360734.646,0,332064.7643,3211267.816,4396847.818,561666.8855,0,195750.7434,4207839.544,1512954.563,1605265.267,0,457980.7051,3099573.846,7252456.487,3074132.539,3800_1
380_1,180460.7904,33560.22093,205525.4156,190048.6967,0,0,0,0,0,129194.9473,356944.3374,253764.4675,68049.14151,225332.0824,130093.1291,164285.3758,165848.4401,249955.2938,183125.7768,0,29875.48869,119679.6307,697842.6182,428613.2671,406330.1108,422675.3153,1148777.89,213055.5116,340237.8711,323628.6325,164816.01,223092.1033,351118.5208,429312.3163,380_1
38_1,515453.5268,65521.54299,516177.4577,625977.2457,0,0,0,0,0,0,110221.2734,1950299.224,252155.72,442785.4206,0,0,0,69267.6899,285000.0551,0,129154.0357,711403.3432,1683810.596,936992.0626,0,0,0,921055.3657,689472.4166,0,712512.2893,624052.2094,1037240.123,856592.3849,38_1
3799_1,507094.8209,190129.4774,332765.2217,343309.3957,0,0,0,0,0,726075.604,322397.2247,1465771.76,1393160.353,431715.785,0,0,233017.0583,792422.3725,391083.409,0,377775.5545,714636.9948,2097747.368,1047009.67,380595.8705,395905.8786,0,731727.3183,951088.8947,0,0,436363.7797,1249747.855,835177.5753,3799_1
3798_1,278341.8055,113193.3633,889828.3679,1414224.376,0,0,0,0,0,0,347715.2407,160224.279,33144.8368,477259.1085,0,0,141365.2528,54629.7251,58274.36247,0,169767.691,85010.05112,461104.1826,309985.2179,153931.5957,0,118689.8013,53808.42491,197368.3538,183902.2158,0,253544.5138,2327772.6,487914.0986,3798_1
3797_1,13235.46601,14821.29909,26797.81534,18584.89082,0,0,0,0,0,0,69811.28158,772042.9327,53236.2868,168269.2463,178105.5751,0,170292.6127,811638.4615,491392.7057,0,81802.79973,143367.7427,2355147.18,120026.9021,0,0,142977.1175,745420.3663,252312.0063,0,225643.3559,287460.6567,624913.9861,1039874.637,3797_1
3796_1,251923.9009,45137.38444,122416.728,259412.9042,1431517.737,0,0,0,0,0,177171.7533,734753.3784,202659.9295,462632.0623,0,0,216090.0077,217117.2722,254508.0348,0,51901.1581,207913.2997,1155939.011,169229.0685,0,489528.1343,362856.9196,205628.0226,190868.8881,0,0,493957.3012,975968.3891,688451.3758,3796_1
3795_1,378287.8187,177917.5058,189564.8071,212472.6943,0,0,0,0,0,0,224471.5229,82747.68247,0,150292.7015,0,0,0,65831.43375,0,0,0,219516.8161,428646.3007,757576.2386,0,0,0,0,62406.55468,0,0,115537.7933,549566.1861,387665.8313,3795_1
3794_1,23928.03213,3014.439279,29068.21654,4199.888622,0,0,0,0,0,119913.3945,378629.6428,209363.2528,18045.82637,751016.7249,120747.0497,304965.7514,1308436.001,151691.093,768263.292,0,221833.5213,333245.0163,903779.4283,90413.87887,0,653849.5105,2035564.396,197749.294,115133.48,150189.3406,458926.1649,625254.6221,592040.1416,1195409.687,3794_1
3793_1,185221.3226,0,187508.5772,346777.1673,0,0,0,0,0,0,0,540210.7225,0,523291.8607,0,0,0,40930.90767,0,0,0,382158.8207,0,373265.4795,0,0,0,151183.3302,113170.9775,0,0,307298.4364,261609.8979,0,3793_1
3792_1,522419.115,215619.3634,293145.2775,286440.4807,0,0,0,0,0,0,275553.1835,609468.5074,225139.0357,237206.4753,0,253649.399,256062.7015,430449.2158,237500.046,0,322885.0893,346462.6672,1804082.782,1492720.1,0,0,161242.0515,365498.161,279072.1686,0,0,445751.5781,1066152.739,509876.4196,3792_1
3791_1,59378.78465,4987.002687,36067.2236,93800.38133,0,0,0,0,0,297571.9688,411071.1427,129886.7311,0,47182.05301,0,378395.005,668491.5608,73809.8335,33743.17593,332431.6748,137623.1528,120599.3,261657.7259,314114.1194,0,973539.0458,0,0,40815.76237,0,0,241808.6057,202180.9515,0,3791_1
3790_1,135114.4225,68086.53883,66287.10679,127698.9091,0,0,0,0,0,0,493386.475,477431.5711,227313.98,132136.8256,104895.7512,0,167157.1437,93019.45158,100406.5235,0,168622.9161,84436.81262,183197.9487,428068.2065,0,0,84206.75286,0,77157.60186,0,0,148138.1272,410511.4528,452670.7725,3790_1
379_1,20030.07851,8972.00852,10138.71262,4687.617623,0,0,0,0,0,0,237712.2394,116838.2023,0,10610.52621,134769.2877,0,42952.45315,23238.19274,37941.6356,0,0,23246.52734,100873.4459,80730.8441,0,0,216376.4304,24523.74758,51401.52783,0,0,58910.668,54560.90563,34211.06299,379_1
3789_1,44077.16513,24388.8349,700819.4593,269412.1825,0,0,0,728303.4455,0,103947.8316,266677.0967,90744.05837,23464.7413,24722.45011,209340.9837,0,133438.5445,18048.27425,58935.82624,0,24037.2579,84255.48804,287264.275,78375.9537,108975.1956,0,84025.92233,19046.71877,156835.3704,0,0,126702.8628,193043.9741,53141.02125,3789_1
3788_1,931719.3802,260210.26,702304.8529,1155923.891,0,0,0,0,0,0,207234.2124,622060.832,598262.0216,380575.8987,151058.5508,0,481440.2032,465123.9508,671935.3917,0,138760.5342,547181.9479,2657046.163,763497.5717,0,0,606323.4168,659709.0774,358031.8196,0,0,695865.8808,1562864.325,920305.8681,3788_1
3787_1,33199.87043,50189.99954,48398.18089,93236.75749,0,0,0,0,0,0,315206.5748,290489.1144,60092.10558,179386.944,0,0,42716.23434,211295.0247,45279.5688,0,30779.14692,15412.45473,568472.5662,255914.3709,139540.1908,145153.3927,0,24388.8782,200824.026,0,0,171253.3908,217043.3826,340229.1782,3787_1
3786_1,14916.01591,3340.64147,15100.21029,10472.33724,0,0,0,0,0,0,177019.7528,65255.37897,67495.35401,39507.27843,0,126737.6544,0,12360.74082,16952.6457,0,69142.17424,115408.2918,463230.8951,7514.839212,0,0,161131.3843,36524.73043,27341.23821,124831.3599,0,104612.2337,27086.97442,203810.588,3786_1
3785_1,111694.8945,33502.99162,232609.7592,78419.50627,0,0,0,0,0,0,94683.47276,244324.3796,12033.86329,228219.7983,0,0,51325.34325,428422.1878,553120.5182,0,73964.86627,64815.48281,401790.3406,400945.225,0,0,129277.7682,293042.5784,1952323.999,0,204023.3428,75809.3059,499841.1894,204399.7982,3785_1
3784_1,44118.22002,11857.03927,18758.47074,30974.81803,1128126.646,0,0,0,0,0,349056.4079,77204.29327,0,42067.31158,356211.1501,0,113528.4085,26323.40956,50142.11283,0,122704.1996,40962.21221,288838.8051,60013.45103,0,0,0,0,58225.8476,443067.7014,451286.7119,113786.51,64093.74216,0,3784_1
3783_1,50180.30794,32183.12565,55418.15213,89678.73009,0,0,0,0,0,0,216555.6505,279403.6986,13761.64719,28998.5414,0,0,0,117946.9984,93324.95508,0,126876.7605,74121.48412,482452.0286,55159.2984,0,0,0,0,115394.4879,0,0,130040.6482,124262.348,233746.8725,3783_1
3782_1,745256.295,662256.3037,817736.5209,146280.634,0,0,0,0,0,0,190204.8524,0,0,331109.4517,0,408532.6603,309314.6792,0,18215.34276,0,0,18600.65057,121070.4522,308852.41,336810.5048,350359.1846,259699.5874,0,79319.83554,0,0,54389.10379,232836.1164,0,3782_1
3781_1,347325.2198,91678.87131,497283.0213,104508.1874,0,0,0,0,0,0,0,1953638.777,374203.694,315408.7927,0,0,957604.3494,49341.36815,338356.2298,1111141.488,0,172756.7272,2248925.112,74993.97761,0,0,0,2186980.777,682126.4395,0,0,168382.7049,1396618.007,254239.7489,3781_1
3780_1,14419.21124,6781.688367,22771.74229,4049.414905,737413.9936,0,0,0,0,0,547596.1354,277560.4986,78296.76018,192484.7449,0,0,296837.017,37281.01781,209766.4949,129161.3514,106942.8321,80326.37633,290466.2653,78457.07531,0,126084.6747,560752.6122,0,168098.5474,0,0,230963.156,319454.4886,295533.4661,3780_1
378_1,23829.64384,0,47041.62552,16730.47737,0,0,0,0,0,0,377072.7775,0,0,0,0,0,0,11848.42064,13541.66929,0,55230.34422,41484.34567,60004.21534,54025.26677,0,0,0,0,39312.02375,0,914078.2659,88954.81055,54092.27212,0,378_1
3779_1,74940.12132,25175.76529,75865.5393,70152.62236,0,0,0,0,0,0,197638.1454,0,0,0,0,0,0,0,85172.43027,0,0,0,314504.8528,47194.48591,0,0,0,0,13736.6152,0,0,0,0,0,3779_1
3778_1,8921.443014,4495.672373,0,0,0,0,0,0,0,0,105877.5779,0,0,0,180079.6516,0,0,31051.0334,30418.7251,199786.5238,0,51770.2836,157252.4264,30339.31237,562456.9514,0,0,65537.60128,24529.66999,0,0,42385.99123,81005.17598,45713.05831,3778_1
3777_1,1546996.613,816296.6901,2566244.045,2415693.669,0,0,0,0,0,0,569774.1822,840150.9911,2059828.758,4408290.785,0,271953.9948,1441342.629,262584.7332,109131.0962,0,197820.6144,476713.5805,738785.3317,1973341.163,0,116614.3972,864390.3792,117562.2951,2112080.451,133931.7316,272832.3936,130341.6048,7919299.833,601338.7876,3777_1
3776_1,0,0,4564.524148,0,0,0,0,0,0,0,237821.8348,0,0,0,0,0,0,7472.862811,34163.21546,0,0,17442.93373,0,17037.01359,0,0,243535.7126,0,49588.61087,0,0,30602.33392,0,0,3776_1
3775_1,1559080.35,410018.3513,581113.5385,337228.2308,0,0,0,0,0,157842.5226,280345.4128,482275.0798,1710273.579,225243.0183,158939.8664,401427.7445,455902.9402,2168982.186,286376.867,176333.3232,255500.375,1727191.714,1744818.227,4977684.507,165476.4654,0,255183.0728,0,2901113.405,197694.882,1006810.844,689417.3617,915147.1707,3066352.45,3775_1
3774_1,583542.3174,163558.4751,316697.0415,441212.5129,0,0,0,0,0,0,191232.3333,543815.5605,374988.4873,197543.9245,0,0,133279.5377,388004.7148,164823.6735,0,224080.4052,216398.7984,1478082.864,474914.1976,145127.1193,301930.1267,111901.0615,329749.7231,273422.8077,0,176599.8048,267165.0849,840229.8558,353851.3188,3774_1
3773_1,1585172.529,580126.4291,1234004.787,1340018.633,0,0,0,0,0,0,444138.8582,1169459.867,395137.0077,586241.3612,107914.8909,272556.1069,34393.66175,656586.1322,309889.3588,119724.4703,272605.5662,725960.7414,1682775.043,1092891.94,0,233745.1682,259891.2476,726572.5804,1002519.466,0,273436.4505,497120.4226,1970858.921,767034.7555,3773_1
3772_1,1045022.602,742722.8374,482181.9295,578879.8311,490308.0868,0,0,538612.9769,0,0,364097.801,973084.7106,757757.528,292533.7241,0,195507.4245,394735.0909,444281.2763,204852.6954,0,391085.8043,783334.5441,4693098.354,2035933.646,241776.0956,251501.8816,124281.8565,281718.0108,582042.7106,0,294208.3566,916201.5849,1462467.19,962853.9777,3772_1
3771_1,189868.4525,181542.9849,106456.4826,102541.6355,0,0,0,0,0,0,0,127791.7838,220297.336,46421.05216,0,0,0,101667.0932,0,0,0,0,73553.55428,77261.94065,0,0,0,321874.1869,32125.95489,0,0,59477.11673,265226.6246,0,3771_1
3770_1,190846.4121,72128.15302,410556.6506,228900.8452,0,0,0,0,0,159401.8889,283115.0162,0,0,151645.5008,321020.1474,810787.1019,153468.9737,31630.47091,153640.7176,178075.3648,110581.9406,193806.1198,220256.9661,126197.3301,0,347667.0723,128852.0455,29207.75644,104947.137,0,0,172707.793,166065.0567,203726.6923,3770_1
377_1,947185.0685,241597.9413,1161312.202,2130482.484,0,0,0,0,0,0,485720.8659,690632.5944,2116561.33,947753.7815,0,447110.805,338523.5715,784922.0067,139548.0496,0,569153.3778,468213.9547,5167626.952,1988339.116,0,383443.9502,284223.2772,773121.5338,1475771.468,0,448554.9521,511916.0394,414087.4758,1168394.778,377_1
3769_1,445080.2992,468503.9528,1569293.552,1883838.047,541949.6641,0,0,0,0,0,285066.1372,203988.2892,6393.650009,714053.0246,0,0,0,21076.18417,24088.16538,0,0,152505.7436,160104.8695,36838.76197,0,0,137371.8122,0,2330.964545,0,0,37400.86295,96220.3085,0,3769_1
3768_1,72830.54686,88081.43083,141561.4353,115902.2883,0,0,0,0,0,0,307319.3682,2464017.451,190412.4963,879635.3797,0,0,374826.3673,304183.5819,209696.1979,0,180053.8836,214131.8861,2151786.553,649461.9201,204072.8528,0,472054.4778,1569388.35,555356.9897,0,496657.3598,309770.0056,1807523.002,497573.7714,3768_1
3767_1,243432.3755,83189.90808,140214.9886,259312.706,0,0,0,0,0,168267.8109,232448.1085,844640.0173,291211.125,226780.0184,169437.6328,213970.756,54001.63577,571799.563,124024.744,0,38910.83347,185101.2596,2515309.958,463085.6393,0,367004.2907,0,585813.5067,530841.3868,0,214661.8716,353232.9652,655475.4865,860231.8272,3767_1
3766_1,1709308.385,1046902.342,995872.1996,1036806.212,0,0,0,0,0,233090.0815,505991.7207,4629221.472,1911742.403,1737026.594,0,592798.5953,897658.0097,3012199.446,779721.9272,0,269502.8033,1686896.881,9779435.005,3949943.635,0,762579.5415,0,1879235.488,1886304.061,0,297356.6536,1460037.515,4518814.581,2204499.396,3766_1
3765_1,523257.6689,398447.9065,363740.5552,416355.2507,0,0,0,0,0,0,275995.484,1831340.363,613862.2396,221748.0758,0,0,0,526123.1278,211450.0142,0,107801.1213,458835.9517,2049582.187,931466.1297,0,0,188417.6782,1793815.693,492357.3312,0,297356.6536,260439.1243,1087471.733,357486.3886,3765_1
3764_1,5243718.112,4424368.626,3746614.897,6767233.09,0,0,0,0,0,0,839341.9147,3182496.641,411467.4928,3516346.143,0,772622.437,1559946.834,1281017.529,688982.0022,0,843013.7897,1512645.374,5953221.565,3550447.099,0,0,0,1892638.176,1683453.804,0,775117.9716,1604637.861,13430454.82,3416812.023,3764_1
3763_1,102031.1511,29992.25559,0,0,0,0,0,0,0,0,0,334778.4759,115423.3929,0,0,0,164096.52,164876.614,115962.4638,0,0,59207.70462,1284597.286,192766.2101,0,0,413324.6954,0,70134.12688,0,0,34625.17594,231606.3482,0,3763_1
3762_1,290543.2511,29281.97299,105887.1966,135991.046,0,0,0,0,0,0,536370.9027,0,58431.80677,61563.74831,0,493734.659,0,125200.4235,66042.79353,0,179572.4561,22479.93063,97546.95969,197611.1362,407054.4069,0,0,142290.1932,181073.564,486308.2659,495329.399,92025.20021,316569.9604,0,3762_1
3761_1,1349638.172,778925.3496,954661.5036,724845.268,0,0,0,0,0,115617.1344,387880.5959,1488733.583,791667.2418,907428.0832,116420.9213,0,1335766.577,886141.1157,426088.1928,0,614921.2847,1539588.88,5431719.161,2399478.886,0,378254.0242,654211.3809,783842.2344,1132286.442,144808.3531,294989.1644,1107840.223,1942911.726,916153.745,3761_1
3760_1,76254.86029,6404.361345,57897.38525,26768.76379,0,0,0,0,0,382145.0547,0,0,0,90887.53369,0,0,0,28436.20954,21666.67086,0,88368.55076,22124.98436,48003.37227,93643.79573,0,0,0,0,20966.41267,0,0,77633.2892,34619.05415,195363.1755,3760_1
376_1,685263.2715,198457.6092,350621.8167,497704.4154,0,0,0,0,0,0,534157.1498,2628723.441,2688407.676,1019273.056,136276.4931,344187.8144,260596.8966,1282323.758,460391.515,0,532023.1481,1598442.486,10370160.01,4449036.942,0,147588.3984,218796.2973,1859850.847,1533303.264,0,0,1502984.338,3616771.641,2490743.934,376_1
3759_1,62811.08434,12308.96039,73124.73224,80847.85597,0,0,0,0,0,0,248475.7031,228991.0577,0,216273.8037,0,0,0,114511.9035,154672.4769,0,0,97196.46308,632645.5998,114712.6088,0,0,169630.3663,0,109376.806,0,0,248680.8156,351693.5704,375481.2477,3759_1
3758_1,38057.75919,4447.066809,30152.13302,23234.65108,0,0,0,0,0,2786219.769,798588.1208,130302.0838,19966.64754,147258.011,2738790.207,3374267.016,191608.3623,26327.418,496482.5081,2816177.696,429530.096,69134.25903,308326.8223,166312.5922,2920973.332,3472541.284,53624.5836,36466.33091,811646.3269,2575723.177,1861841.158,112306.4181,456737.4527,67828.23818,3758_1
3757_1,2560395.285,1011538.995,1760495.234,2027714.935,872942.4844,0,0,0,0,0,324119.1075,29870.27558,391344.4099,32551.61433,0,174040.3039,87848.08986,16974.17472,131919.5983,0,31649.43382,150558.329,206310.4407,103196.2369,0,0,110635.451,100313.9156,413004.7359,0,0,185363.8071,2585172.159,104954.7691,3757_1
3756_1,2279480.132,2231186.645,1199725.39,1592013.794,762925.8451,0,0,1676177.781,0,0,354088.1106,2610573.508,333022.7933,749160.8351,120448.6632,152106.0646,268718.1892,3147971.159,162767.7415,0,276606.6663,1253506.115,8083862.79,4856755.778,125402.2637,130446.7475,483460.5168,1578084.976,945042.917,0,0,1296019.765,1836748.993,3760821.591,3756_1
3755_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173093.0376,0,94027.22403,0,0,0,605073.2654,0,0,0,0,0,0,0,3755_1
3754_1,985358.774,531787.8381,570806.9669,916004.1717,0,0,0,0,0,0,324833.4758,1117614.794,729367.3008,782960.6177,0,0,234777.8925,626026.3763,114063.834,0,169169.014,381196.2041,2687947.016,951497.8973,0,199448.8054,0,871303.4246,476629.4064,0,0,433468.8272,1474579.863,373994.9959,3754_1
3753_1,213763.6247,103729.6559,64921.00248,16675.62335,0,0,0,0,0,0,281877.355,311728.1546,609031.8482,150982.5696,0,0,152798.071,70857.44016,80983.62223,0,110098.5223,27565.55428,1435379.525,125645.6477,0,0,0,261720.6504,130610.4396,0,0,64482.29486,603847.1085,365104.9509,3753_1
3752_1,8522.602032,20041.88374,36236.95171,23934.4241,0,0,0,0,0,0,67429.48491,74570.26444,25709.99498,27088.04926,0,0,0,67800.84471,0,0,0,19782.33896,257523.9736,19321.97776,0,0,0,125215.37,56239.31869,0,0,46275.52925,61907.01449,87338.8314,3752_1
3751_1,100390.9607,33725.84965,41465.31139,45109.22502,0,0,0,0,0,160992.3734,190626.5926,70271.3135,36341.73348,12763.21611,0,204719.2488,0,63892.14856,36511.46309,0,0,18641.89369,384239.8534,39450.82304,168778.6565,0,0,58998.37277,61829.99745,201640.0127,0,130823.2811,131260.7153,82303.77682,3751_1
3750_1,954747.1897,340675.7814,643812.0263,905115.0885,0,0,0,0,0,0,106692.223,1935051.166,1448221.236,951510.591,217758.2683,1099965.822,902225.3935,1201533.957,447530.4912,120794.2348,350052.6359,1252046.769,4495803.547,1430804.682,0,235833.7326,786640.2989,1208566.071,928423.3517,0,0,940886.9476,1728890.515,1326665.793,3750_1
375_1,201788.6275,101684.8459,55155.72634,240844.3093,0,0,0,0,0,0,239477.9757,353118.2439,152183.1179,545156.4231,0,514364.2408,259629.0344,220730.4659,114670.4029,0,187075.4835,234192.035,2134077.497,297364.6995,0,0,0,148235.4658,454953.6342,0,0,506742.8255,641272.1731,103395.5525,375_1
3749_1,45071.45306,16518.03605,37332.02443,57534.67331,0,0,0,0,0,0,162090.108,215106.532,12360.57451,117207.9054,0,0,263593.9574,93715.10987,149019.6367,0,0,76085.91906,392063.7418,114569.4194,0,179142.9315,0,0,36050.84531,0,0,122363.1783,163696.4325,167959.2912,3749_1
3748_1,2030404.063,1897043.432,1318693.862,1476854.313,0,0,0,1579875.642,0,0,311494.9031,2805069.342,916217.9887,1519496.552,0,860202.3096,651289.9146,1426226.037,664803.4413,0,104285.8674,1684109.834,3200721.747,2248480.15,0,0,0,702392.1181,878375.4872,0,575320.4821,1244463.233,5096634.355,1498593.303,3748_1
3747_1,247766.1991,97108.47577,175578.0641,372757.2157,0,0,0,1657068.263,0,0,46673.5034,206464.9015,284736.1007,299997.9397,0,0,151802.6439,850616.2571,40228.02081,0,54690.63402,95850.90944,1307192.808,655342.3239,0,0,0,130007.8149,1051052.414,0,0,184178.8674,160691.0494,241817.6114,3747_1
3746_1,115599.1233,0,117026.6298,108214.1515,0,0,0,0,0,0,0,0,0,61236.28157,0,982216.8215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104962.0259,197441.5072,3746_1
3745_1,464678.0549,176119.937,256919.6471,409896.6956,0,0,0,0,0,0,188536.3887,156376.7881,215659.4973,284023.5428,0,0,76650.34814,130332.6271,54166.67715,0,55230.34422,165937.3827,570040.0457,256620.0171,0,0,0,131290.7868,91728.05542,0,0,137475.6163,530104.2667,61050.99234,3745_1
3744_1,48947.37654,4698.180137,12741.8956,39274.63414,0,0,0,0,0,0,719204.4482,673003.8345,0,222247.5084,0,0,899679.762,104302.6991,365572.7863,0,259305.3999,357075.0371,633866.9234,105686.4935,0,0,1359662.705,102734.6182,61523.0642,0,715263.302,493575.867,393641.3687,286633.2305,3744_1
3743_1,90552.64659,19012.94774,144381.6045,143045.5815,0,0,0,0,0,453797.2525,0,0,0,0,0,0,291271.3229,11255.99961,51458.34329,0,0,157640.5136,114008.0091,85540.00572,0,0,0,166301.6633,410810.6482,0,0,30729.84364,164440.5072,0,3743_1
3742_1,2951873.676,756924.9117,1914260.793,3063653.4,3646425.102,0,0,0,0,1143426.148,564124.6277,4616603.97,4904130.932,2810118.496,0,0,917389.9935,1474801.839,356561.7488,0,528819.6738,2449427.402,5601653.362,4116696.968,0,0,0,2304652.971,1333100.648,0,0,1529233.164,3858525.288,3507307.403,3742_1
3741_1,0,11883.09234,0,9933.720939,0,0,0,0,0,283623.2828,223886.9616,61899.14529,170730.4354,224851.9714,285595.0725,360657.7392,182044.5768,98489.99658,787955.8816,0,65586.03377,114946.2078,498785.04,117617.5079,0,309301.4677,687798.1259,207877.0791,474610.7868,0,0,220870.7512,578111.1582,289992.2136,3741_1
3740_1,55617.74839,35033.45457,135130.9414,185480.3019,0,0,0,0,0,0,0,182489.6107,104863.2233,44193.55445,0,0,178899.8529,55307.79079,79014.73058,0,0,129097.7974,315108.5089,168124.6945,0,0,0,153214.5842,84107.10648,0,0,84934.6926,138874.9005,71245.6878,3740_1
374_1,1086631.759,388600.119,734549.7297,820333.084,0,0,0,0,0,234217.9368,600883.7164,1891318.4,581584.967,408505.259,707538.7603,0,375833.9651,888860.8724,292150.5942,0,216645.4793,393253.7542,3177513.545,728469.7261,0,510846.295,189329.3766,1244580.189,514015.2783,0,597590.9523,269629.5958,1188215.278,778301.683,374_1
3739_1,197713.2022,119557.4007,96074.26374,55524.72839,0,0,0,0,0,0,125142.0572,69197.29779,167002.6966,25136.29025,0,806361.4081,0,102237.9004,35953.42763,354206.6753,0,128498.8175,876218.7602,316759.4972,0,0,0,0,95676.42462,0,0,85882.53245,445210.1069,324183.4353,3739_1
3738_1,173809.5823,60553.08475,199416.7049,207901.951,0,0,0,602748.7638,0,0,475361.8901,262851.3468,19419.57559,150043.4008,86625.99356,328181.4499,303695.2182,40542.93698,248755.9723,96105.83963,159147.153,109576.3443,507902.9791,175134.0401,90188.5949,187633.1178,625863.6975,157631.9083,132157.9566,107748.3954,0,183505.2274,327322.3367,285869.1016,3738_1
3737_1,679144.8495,21729.08313,137506.29,181645.1829,0,0,0,0,0,0,383806.2199,141483.7607,292680.7464,256973.6816,0,0,0,209039.9927,36755.95949,724226.1487,149910.9343,225200.7336,325737.169,354380.0237,0,0,0,0,142272.086,0,0,263398.6598,205550.634,331419.6727,3737_1
3736_1,73669.94977,68059.90785,67121.71443,103445.3923,0,0,0,0,0,246127.3234,48572.08659,161147.6054,203719.028,195125.7786,0,0,78988.83334,122098.9788,13954.80496,0,0,14249.98993,371009.1145,231972.8969,0,0,0,90197.51227,148541.7033,308269.9855,627976.933,66668.13536,267564.2152,62913.56499,3736_1
3735_1,523591.5407,83129.87845,300607.8102,297106.7744,0,0,0,0,0,143777.3473,226990.3453,282407.1896,43274.24897,182374.9851,0,0,276851.9505,213975.4381,97821.8011,0,66495.14711,274700.3008,361213.4943,311670.5159,0,313588.8148,232443.9871,52689.63588,169599.5955,180078.5064,0,189855.6677,527512.1222,110254.4654,3735_1
3734_1,108122.5631,58117.18952,59107.18136,60729.13577,0,0,0,0,0,0,598814.0824,94604.06683,0,103096.3069,436491.5735,0,139114.6617,172031.994,73731.35755,0,0,25096.99718,108903.1729,81709.85621,0,0,350400.6373,0,249719.3628,542923.258,0,117415.522,215981.5617,0,3734_1
3733_1,297644.6032,147680.8482,330988.5918,231477.0472,0,0,0,0,0,0,326065.4612,1001654.943,276276.8108,523953.418,184860.5273,233447.2345,1001590.39,564649.8919,499620.8299,410181.1815,169810.6159,478302.4431,1983249.312,591750.836,0,0,296799.5284,336387.688,458292.3831,0,234201.2582,404033.3425,964606.7681,563120.1519,3733_1
3732_1,460815.1099,662514.097,424369.6172,396587.8412,0,0,0,0,0,0,274422.3223,1083870.123,1659191.536,362223.9145,0,252608.4302,318764.7857,1305757.547,157683.569,221924.2918,183748.5597,460054.3943,4866005.315,4811771.594,0,216637.9637,160580.3194,218398.9011,1591267.544,0,506848.6873,1748784.536,1007788.608,5077839.035,3732_1
